Date,DMA,Trials,Time,Sales
2018-05-14,CA_SanJoaquin_6_4_1_1,0.054607747168228221,133,7810
2018-05-14,VA_Hampton_4_1_1_4,0.075533601209127443,133,10245
2018-05-14,TX_Denton_13_4_3_2,0.22806172577879669,133,11838
2018-05-14,SC_Charleston_5_3_3_1,0.148751775439948,133,6179
2018-05-14,GA_Greene_1_1_1_1,0.11230369449779685,133,1988
2018-05-14,MN_Hennepin_19_6_1_1,0.048764251652102346,133,4029
2018-05-14,TX_Brazoria_4_3_1_2,0.070937009970709189,133,11988
2018-05-14,TX_Harris_42_15_4_7,0.0920136294347969,133,18471
2018-05-14,OR_Jackson_4_3_1_1,0.030432028615608175,133,3267
2018-05-14,CO_Denver_13_2_1_1,0.061647274230701078,133,4175
2018-05-14,IA_Dickinson_3_1_1_3,0.0509513248511731,133,873
2018-05-14,OH_Butler_4_2_2_2,0.08152505594358174,133,9618
2018-05-14,CA_LosAngeles_110_26_17_1,0.047080158328828753,133,5400
2018-05-14,TX_Bexar_23_7_5_1,0.10049323893567762,133,17970
2018-05-14,MA_Barnstable_10_8_3_1,0.098537005163511188,133,458
2018-05-14,IL_Will_6_6_5_1,0.079411284618314384,133,8757
2018-05-14,IL_Will_6_6_3_1,0.081872535054313592,133,8449
2018-05-14,TX_Midland_4_2_2_1,0.4845920009536866,133,8130
2018-05-14,TX_Hudspeth_1_1_1_1,0.05647308159520302,133,4370
2018-05-14,MA_Plymouth_8_7_7_1,0.046055848829481764,133,3673
2018-05-14,MA_Bristol_7_6_2_1,0.092960617310912139,133,2554
2018-05-14,NV_Washoe_8_3_3_1,0.067224995973586735,133,4174
2018-05-14,NY_Ontario_4_3_2_1,0.095829558406639981,133,3279
2018-05-14,MN_Olmsted_4_2_1_1,0.050462799406486257,133,3571
2018-05-14,TX_Collin_12_5_5_1,0.11938336520076481,133,6993
2018-05-14,KY_Boyd_3_1_1_3,0.055329746961546127,133,2777
2018-05-14,MN_Dakota_7_4_1_4,0.047850502835792515,133,8555
2018-05-14,TX_Hays_5_4_4_1,0.048448955564672935,133,5432
2018-05-14,FL_St.Johns_4_3_2_1,0.14470183404874243,133,8158
2018-05-14,MN_Ramsey_6_4_4_1,0.066495242150777137,133,4060
2018-05-14,GA_Gilmer_1_1_1_1,0.0938875634261904,133,2794
2018-05-14,WA_Benton_4_3_2_1,0.088811861000262157,133,3049
2018-05-14,MA_Plymouth_8_7_5_1,0.067744111874386656,133,2209
2018-05-14,VA_Chesapeake_4_3_3_1,0.15616231383552773,133,5788
2018-05-14,TX_Denton_13_4_4_1,0.095254199075639728,133,5915
2018-05-14,CO_Pitkin_3_1_1_3,0.096578189958426611,133,3020
2018-05-14,TX_Tarrant_29_9_8_1,0.081179080283252283,133,7612
2018-05-14,MI_Ingham_4_4_3_1,0.060979887038448047,133,5042
2018-05-14,MI_Allegan_4_3_3_1,0.037649688647612964,133,1179
2018-05-14,NY_NewYork_27_9_8_1,0.37404721575269956,133,14133
2018-05-14,FL_Polk_7_4_3_1,0.072185054116188363,133,5589
2018-05-14,NJ_Somerset_7_4_3_2,0.15171293089669136,133,5695
2018-05-14,TX_Tarrant_29_9_3_3,0.074147771637558,133,14719
2018-05-14,TX_Harris_42_15_1_3,0.062062546851179595,133,14737
2018-05-14,KY_Mason_1_1_1_1,0.043490381934764427,133,780
2018-05-14,TX_Jones_3_1_1_3,0.096224280943660451,133,3573
2018-05-14,MN_St.Louis_8_5_1_4,0.040472202538169168,133,2513
2018-05-14,NC_Wake_19_6_1_1,0.10043335325762104,133,6721
2018-05-14,NH_Rockingham_5_3_3_1,0.039811807607465832,133,4891
2018-05-14,IL_Cook_53_8_7_1,0.13292053663570691,133,3220
2018-05-14,MA_Middlesex_22_9_1_1,0.051612345465548541,133,3582
2018-05-14,TX_Montgomery_7_3_3_1,0.084310387128911618,133,11340
2018-05-14,TX_Guadalupe_6_3_1_3,0.12172882812772234,133,10480
2018-05-14,CO_Douglas_4_4_3_1,0.07053340819764177,133,6281
2018-05-14,MI_Washtenaw_5_2_2_1,0.088113074204947,133,3117
2018-05-14,NC_Pasquotank_1_1_1_1,0.089882554133239437,133,3574
2018-05-14,CA_SanBernardino_25_11_2_4,0.055188155459592846,133,17892
2018-05-14,CA_LosAngeles_110_26_12_2,0.085889202001004875,133,15727
2018-05-14,IL_Kane_6_4_1_3,0.042587565817444481,133,6511
2018-05-14,OH_Summit_11_6_6_1,0.056718786632761635,133,3145
2018-05-14,FL_Miami-Dade_26_7_1_6,0.14988563528968205,133,29816
2018-05-14,TX_Williamson_8_3_1_3,0.058600320093118,133,10069
2018-05-14,MN_Polk_4_4_1_1,0.19792167805253535,133,2057
2018-05-14,TX_Guadalupe_6_3_2_2,0.1506889147356178,133,13474
2018-05-14,MA_Plymouth_8_7_2_2,0.031842105263157894,133,1089
2018-05-14,ID_Madison_3_1_1_3,0.045819487229242971,133,1889
2018-05-14,TN_Knox_9_2_2_5,0.072435803066310547,133,13777
2018-05-14,SC_Horry_4_3_1_2,0.074970552830164253,133,11584
2018-05-14,GA_Towns_1_1_1_1,0.044817283383130312,133,585
2018-05-14,CO_Jefferson_7_4_3_1,0.04845889446103567,133,3440
2018-05-14,CA_Sacramento_15_4_2_2,0.072202416320063384,133,7291
2018-05-14,CA_Solano_4_3_2_1,0.06042899566304185,133,5657
2018-05-14,IN_Porter_3_1_1_3,0.048958947161657829,133,7976
2018-05-14,CA_Monterey_7_4_1_3,0.066133798827078261,133,4319
2018-05-14,SC_Beaufort_5_3_3_1,0.077139211835371355,133,5381
2018-05-14,CA_ContraCosta_15_6_2_2,0.04537679136776597,133,8356
2018-05-14,VA_Spotsylvania_3_1_1_3,0.073817288906120521,133,9710
2018-05-14,MD_AnneArundel_6_4_1_1,0.08143421808841296,133,6943
2018-05-14,CA_SanLuisObispo_8_5_1_3,0.036992360273421794,133,2392
2018-05-14,TX_Chambers_1_1_1_1,0.15648129625925186,133,6258
2018-05-14,CA_Riverside_32_11_10_4,0.092398550045761474,133,25643
2018-05-14,CA_Riverside_32_11_8_1,0.047297829597825657,133,4803
2018-05-14,PA_Allegheny_24_5_5_1,0.045220924327069575,133,2226
2018-05-14,CA_Riverside_32_11_9_2,0.042915588649797019,133,8161
2018-05-14,FL_Orange_19_8_4_1,0.13458745418078705,133,3892
2018-05-14,MA_Worcester_12_9_1_1,0.050085461231677633,133,967
2018-05-14,CA_Mendocino_5_5_5_1,19.033412887828163,133,7975
2018-05-14,TX_Harris_42_15_10_4,0.0763183554845637,133,20115
2018-05-14,MS_Madison_2_1_1_2,0.13582712567085348,133,14350
2018-05-14,GA_Clarke_4_1_1_4,0.078361012842053712,133,9281
2018-05-14,CA_SanJoaquin_6_4_3_1,0.070349140177175612,133,6615
2018-05-14,MI_Berrien_4_4_2_1,0.025625545045951565,133,382
2018-05-14,IN_Hendricks_4_3_2_2,0.10824462809917355,133,8186
2018-05-14,MD_PrinceGeorge's_11_6_1_1,0.10184099727565425,133,6168
2018-05-14,CA_LosAngeles_110_26_18_3,0.063486294108738447,133,12576
2018-05-14,SD_Codington_1_1_1_1,0.030041535376682898,133,839
2018-05-14,SC_Lancaster_2_1_1_2,0.045951980290581937,133,4178
2018-05-14,IL_Lake_10_7_1_3,0.049275846483384754,133,5015
2018-05-14,CT_Hartford_13_7_3_1,0.0619928890509618,133,2720
2018-05-14,SC_Richland_8_2_2_1,0.14356414105157825,133,13199
2018-05-14,GA_Dawson_1_1_1_1,0.063870448601890964,133,1905
2018-05-14,CO_Broomfield_1_1_1_1,0.18717342280402618,133,10209
2018-05-14,IL_DeKalb_4_2_1_1,0.03745159157457259,133,793
2018-05-14,NY_NewYork_27_9_1_3,0.12259833762087907,133,14440
2018-05-14,WI_Waukesha_5_3_3_1,0.052580816815218839,133,3162
2018-05-14,TX_Collin_12_5_3_4,0.053209078611152864,133,14514
2018-05-14,NY_Suffolk_23_17_10_2,0.05404919016196761,133,2703
2018-05-14,GA_Cobb_10_3_3_1,0.074548558081034944,133,8298
